epoch,cpu_mhz_avg,gpu_edge_c,acpi_c,gpu_mhz,gpu_power_w,bat_status,bat_pct,mem_avail_mb
1789940521,2424,72.0,73.0,1561,13.12,Not charging,79,10189
1789940526,2127,72.0,73.0,1496,14.08,Not charging,79,10186
1789940531,1710,72.0,73.0,1600,15.06,Not charging,79,10202
1789940536,1881,72.0,73.0,1600,14.22,Not charging,79,10197
1789940541,2021,73.0,73.0,1600,15.15,Not charging,79,10197
1789940546,2240,72.0,73.0,1600,14.13,Not charging,79,10217
1789940551,2424,72.0,72.0,1600,16.03,Not charging,79,10187
1789940556,2228,72.0,72.0,1600,15.03,Not charging,79,10209
1789940561,2386,71.0,72.0,1600,15.08,Not charging,79,10215
1789940566,2334,72.0,72.0,1600,16.07,Not charging,79,10201
1789940571,2424,71.0,72.0,1600,15.10,Not charging,79,10217
1789940576,2424,71.0,71.0,1600,16.09,Not charging,79,10203
1789940582,2424,71.0,71.0,1600,16.14,Not charging,79,10120
1789940587,2099,71.0,72.0,1600,15.04,Not charging,79,10105
1789940592,2424,73.0,72.0,1600,16.15,Not charging,79,10077
1789940597,2424,72.0,73.0,1600,15.20,Not charging,79,10070
1789940602,2335,72.0,72.0,1600,15.14,Not charging,79,10092
1789940607,2398,72.0,72.0,1600,15.13,Not charging,79,10081
1789940612,1471,71.0,72.0,1600,15.09,Not charging,79,10102
1789940617,2424,70.0,72.0,1600,16.12,Not charging,79,10122
1789940622,2424,70.0,71.0,1600,16.10,Not charging,79,10115
1789940627,2424,71.0,72.0,1600,14.23,Not charging,79,10148
1789940632,2424,73.0,72.0,1600,15.19,Not charging,79,10149
1789940637,2424,71.0,72.0,1600,16.05,Not charging,79,10130
1789940642,2337,71.0,72.0,1600,16.00,Not charging,79,10142
1789940647,2424,72.0,72.0,1600,15.03,Not charging,79,10133
1789940652,2424,69.0,72.0,1517,14.20,Not charging,79,10110
1789940657,2333,73.0,72.0,1600,16.13,Not charging,79,10141
1789940662,2328,73.0,72.0,1600,16.05,Not charging,79,10139
1789940667,2398,73.0,73.0,1600,16.01,Not charging,79,10131
1789940672,2424,73.0,73.0,1600,15.06,Not charging,79,10155
1789940677,2038,73.0,73.0,1600,15.07,Not charging,79,10127
1789940682,1439,72.0,73.0,1600,15.05,Not charging,79,10140
1789940687,2424,71.0,72.0,1504,15.25,Not charging,79,10163
1789940692,2424,73.0,73.0,1600,15.14,Not charging,79,10189
1789940698,2354,72.0,73.0,1549,15.24,Not charging,79,10181
1789940703,2424,72.0,73.0,1600,15.24,Not charging,79,10156
1789940708,2424,72.0,73.0,1600,14.06,Not charging,79,10176
1789940713,1404,72.0,73.0,1600,14.24,Not charging,79,10156
1789940718,2285,73.0,73.0,1600,16.06,Not charging,79,10159
1789940723,2101,73.0,73.0,1600,15.13,Not charging,79,10181
1789940728,2424,72.0,73.0,1600,15.22,Not charging,79,10180
1789940733,2352,72.0,73.0,1600,15.23,Not charging,79,10159
1789940738,2211,73.0,73.0,1600,14.16,Not charging,79,10173
1789940743,2424,70.0,73.0,1547,16.10,Not charging,79,10163
1789940748,2424,71.0,73.0,1414,14.03,Not charging,79,10167
1789940753,1601,73.0,73.0,1600,15.13,Not charging,79,10178
1789940758,2136,73.0,73.0,1600,15.24,Not charging,79,10186
1789940763,2424,74.0,73.0,1600,15.25,Not charging,79,10177
1789940768,2323,72.0,73.0,1600,15.19,Not charging,79,10187
1789940773,2424,72.0,73.0,1600,17.18,Not charging,79,10157
